raw_metar,station,valid_time_utc,is_auto,wind_dir_deg,wind_speed_kt,wind_gust_kt,visibility_m,weather_phenomena,sky_layer1_cover,sky_layer1_height_ft,sky_layer1_type,sky_layer2_cover,sky_layer2_height_ft,sky_layer2_type,sky_layer3_cover,sky_layer3_height_ft,sky_layer3_type,has_cb,temp_c,dewpoint_c,qnh_hpa,has_ts,ts_in_vicinity,ts_intensity
METAR WALS 040400Z 22006KT 210V340 9999 SCT020 32/23 Q1010 NOSIG,WALS,2026-08-04T04:00:00,0,220.0,6.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1010.0,0,0,
METAR WALS 040430Z 22005KT 150V260 9999 SCT020 33/23 Q1009 NOSIG,WALS,2026-08-04T04:30:00,0,220.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1009.0,0,0,
METAR WALS 040700Z 24006KT 220V280 9999 SCT020 34/22 Q1007 NOSIG,WALS,2026-08-04T07:00:00,0,240.0,6.0,,10000.0,,SCT,2000.0,,,,,,,,0,34.0,22.0,1007.0,0,0,
METAR WALS 040730Z 19006KT 140V240 9999 FEW020 33/24 Q1007 NOSIG,WALS,2026-08-04T07:30:00,0,190.0,6.0,,10000.0,,FEW,2000.0,,,,,,,,0,33.0,24.0,1007.0,0,0,
METAR WALS 040930Z 20006KT 150V240 9999 FEW020 30/24 Q1008 NOSIG,WALS,2026-08-04T09:30:00,0,200.0,6.0,,10000.0,,FEW,2000.0,,,,,,,,0,30.0,24.0,1008.0,0,0,
METAR WALS 041000Z AUTO 21004KT 160V250 9999 NCD 29/24 Q1008,WALS,2026-08-04T10:00:00,1,210.0,4.0,,10000.0,,NCD,,,,,,,,,0,29.0,24.0,1008.0,0,0,
METAR WALS 041030Z AUTO 20005KT 140V230 9999 FEW029 FEW040 28/24 Q1008,WALS,2026-08-04T10:30:00,1,200.0,5.0,,10000.0,,FEW,2900.0,,FEW,4000.0,,,,,0,28.0,24.0,1008.0,0,0,
METAR WALS 041200Z AUTO 23003KT 9999 FEW029 OVC047 27/25 Q1009,WALS,2026-08-04T12:00:00,1,230.0,3.0,,10000.0,,FEW,2900.0,,OVC,4700.0,,,,,0,27.0,25.0,1009.0,0,0,
METAR WALS 041230Z AUTO 24004KT 9999 OVC046 27/25 Q1009,WALS,2026-08-04T12:30:00,1,240.0,4.0,,10000.0,,OVC,4600.0,,,,,,,,0,27.0,25.0,1009.0,0,0,
METAR WALS 041430Z AUTO 26001KT 7000 NCD 24/24 Q1010,WALS,2026-08-04T14:30:00,1,260.0,1.0,,7000.0,,NCD,,,,,,,,,0,24.0,24.0,1010.0,0,0,
METAR WALS 041500Z AUTO VRB01KT 6000 FEW027 FEW039 24/24 Q1010,WALS,2026-08-04T15:00:00,1,,1.0,,6000.0,,FEW,2700.0,,FEW,3900.0,,,,,0,24.0,24.0,1010.0,0,0,
METAR WALS 041600Z AUTO VRB01KT 3900 BR FEW028 FEW037 SCT046 24/23 Q1010,WALS,2026-08-04T16:00:00,1,,1.0,,3900.0,"('', None, '', 'BR', None)",FEW,2800.0,,FEW,3700.0,,SCT,4600.0,,0,24.0,23.0,1010.0,0,0,
METAR WALS 041630Z AUTO 17001KT 1900 BR SCT021 BKN030 BKN039 23/23 Q1010,WALS,2026-08-04T16:30:00,1,170.0,1.0,,1900.0,"('', None, '', 'BR', None)",SCT,2100.0,,BKN,3000.0,,BKN,3900.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 041700Z AUTO VRB01KT 0550 R04/P2000N R22/0800N FG OVC019 23/23 Q1010,WALS,2026-08-04T17:00:00,1,,1.0,,550.0,"('', None, '', 'FG', None)",OVC,1900.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 041800Z AUTO VRB01KT 1300 R04/P2000D R22/1600D BR BKN002 OVC017 23/23 Q1010,WALS,2026-08-04T18:00:00,1,,1.0,,1300.0,"('', None, '', 'BR', None)",BKN,200.0,,OVC,1700.0,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 041830Z AUTO 18002KT 1600 BR BKN002 OVC016 23/23 Q1010,WALS,2026-08-04T18:30:00,1,180.0,2.0,,1600.0,"('', None, '', 'BR', None)",BKN,200.0,,OVC,1600.0,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 041900Z AUTO VRB01KT 0550 R04/P2000U R22/0800D FG OVC018 23/23 Q1009,WALS,2026-08-04T19:00:00,1,,1.0,,550.0,"('', None, '', 'FG', None)",OVC,1800.0,,,,,,,,0,23.0,23.0,1009.0,0,0,
METAR WALS 042000Z AUTO VRB01KT 1300 R04/P2000U R22/1800N BR BKN023 BKN028 OVC039 22/22 Q1009,WALS,2026-08-04T20:00:00,1,,1.0,,1300.0,"('', None, '', 'BR', None)",BKN,2300.0,,BKN,2800.0,,OVC,3900.0,,0,22.0,22.0,1009.0,0,0,
METAR WALS 042030Z AUTO 03002KT 0700 R04/P2000D R22/1000D FG BKN022 BKN026 OVC049 22/22 Q1009,WALS,2026-08-04T20:30:00,1,30.0,2.0,,700.0,"('', None, '', 'FG', None)",BKN,2200.0,,BKN,2600.0,,OVC,4900.0,,0,22.0,22.0,1009.0,0,0,
METAR WALS 042100Z AUTO VRB01KT 0700 R04/P2000U R22/1000N FG SCT003 BKN030 BKN040 22/22 Q1010,WALS,2026-08-04T21:00:00,1,,1.0,,700.0,"('', None, '', 'FG', None)",SCT,300.0,,BKN,3000.0,,BKN,4000.0,,0,22.0,22.0,1010.0,0,0,
METAR WALS 042130Z AUTO VRB01KT 7000 FEW003 FEW027 OVC055 23/23 Q1010,WALS,2026-08-04T21:30:00,1,,1.0,,7000.0,,FEW,300.0,,FEW,2700.0,,OVC,5500.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 042200Z AUTO VRB02KT 4200 BR FEW003 SCT038 OVC055 22/22 Q1010,WALS,2026-08-04T22:00:00,1,,2.0,,4200.0,"('', None, '', 'BR', None)",FEW,300.0,,SCT,3800.0,,OVC,5500.0,,0,22.0,22.0,1010.0,0,0,
METAR WALS 042230Z VRB01KT 0300 R04/1500 R22/0300 FG VV001 22/22 Q1010 NOSIG,WALS,2026-08-04T22:30:00,0,,1.0,,300.0,"('', None, '', 'FG', None)",VV,100.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 042300Z 00000KT 0450 R04/P2000 R22/0600 FG VV005 23/23 Q1011 BECMG TL2400 8000 NSW,WALS,2026-08-04T23:00:00,0,0.0,0.0,,450.0,"('', None, '', 'FG', None)",VV,500.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 050100Z 26006KT 220V280 9999 SCT015 29/25 Q1011 NOSIG,WALS,2026-08-05T01:00:00,0,260.0,6.0,,10000.0,,SCT,1500.0,,,,,,,,0,29.0,25.0,1011.0,0,0,
METAR WALS 050130Z 23006KT 9999 SCT018 30/25 Q1011 NOSIG,WALS,2026-08-05T01:30:00,0,230.0,6.0,,10000.0,,SCT,1800.0,,,,,,,,0,30.0,25.0,1011.0,0,0,
METAR WALS 050430Z 24005KT 200V260 9999 SCT020 33/23 Q1009 NOSIG,WALS,2026-08-05T04:30:00,0,240.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1009.0,0,0,
METAR WALS 050500Z 24006KT 180V280 9999 SCT020 34/23 Q1009 NOSIG,WALS,2026-08-05T05:00:00,0,240.0,6.0,,10000.0,,SCT,2000.0,,,,,,,,0,34.0,23.0,1009.0,0,0,
METAR WALS 050700Z 20008KT 160V230 9999 SCT020 33/25 Q1007 NOSIG,WALS,2026-08-05T07:00:00,0,200.0,8.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,25.0,1007.0,0,0,
METAR WALS 050730Z 18009KT 140V210 9999 SCT020 32/25 Q1007 NOSIG,WALS,2026-08-05T07:30:00,0,180.0,9.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,25.0,1007.0,0,0,
METAR WALS 050800Z 19007KT 150V230 9999 SCT020 32/24 Q1007 NOSIG,WALS,2026-08-05T08:00:00,0,190.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,24.0,1007.0,0,0,
METAR WALS 051000Z AUTO 19005KT 150V230 9999 NCD 29/23 Q1008 NOSIG,WALS,2026-08-05T10:00:00,1,190.0,5.0,,10000.0,,NCD,,,,,,,,,0,29.0,23.0,1008.0,0,0,
METAR WALS 051030Z AUTO 20004KT 160V230 9999 NCD 28/24 Q1008 NOSIG,WALS,2026-08-05T10:30:00,1,200.0,4.0,,10000.0,,NCD,,,,,,,,,0,28.0,24.0,1008.0,0,0,
METAR WALS 051200Z AUTO 23002KT 9999 FEW023 SCT055 BKN065 27/24 Q1009,WALS,2026-08-05T12:00:00,1,230.0,2.0,,10000.0,,FEW,2300.0,,SCT,5500.0,,BKN,6500.0,,0,27.0,24.0,1009.0,0,0,
METAR WALS 051230Z AUTO VRB01KT 9999 FEW025 SCT029 BKN060 26/24 Q1010,WALS,2026-08-05T12:30:00,1,,1.0,,10000.0,,FEW,2500.0,,SCT,2900.0,,BKN,6000.0,,0,26.0,24.0,1010.0,0,0,
METAR WALS 051430Z AUTO 00000KT 9999 FEW031 FEW049 SCT060 24/24 Q1010,WALS,2026-08-05T14:30:00,1,0.0,0.0,,10000.0,,FEW,3100.0,,FEW,4900.0,,SCT,6000.0,,0,24.0,24.0,1010.0,0,0,
METAR WALS 051500Z AUTO 27001KT 9000 SCT034 24/24 Q1010,WALS,2026-08-05T15:00:00,1,270.0,1.0,,9000.0,,SCT,3400.0,,,,,,,,0,24.0,24.0,1010.0,0,0,
METAR WALS 051600Z AUTO 36001KT 6000 SCT055 24/24 Q1011,WALS,2026-08-05T16:00:00,1,360.0,1.0,,6000.0,,SCT,5500.0,,,,,,,,0,24.0,24.0,1011.0,0,0,
METAR WALS 051630Z AUTO 19001KT 8000 OVC049 24/23 Q1010,WALS,2026-08-05T16:30:00,1,190.0,1.0,,8000.0,,OVC,4900.0,,,,,,,,0,24.0,23.0,1010.0,0,0,
METAR WALS 051730Z AUTO 00000KT 5000 BKN042 OVC048 24/23 Q1010,WALS,2026-08-05T17:30:00,1,0.0,0.0,,5000.0,,BKN,4200.0,,OVC,4800.0,,,,,0,24.0,23.0,1010.0,0,0,
METAR WALS 051800Z AUTO 02002KT 3500 BR BKN038 BKN045 OVC055 23/23 Q1010,WALS,2026-08-05T18:00:00,1,20.0,2.0,,3500.0,"('', None, '', 'BR', None)",BKN,3800.0,,BKN,4500.0,,OVC,5500.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 051900Z AUTO 16001KT 8000 SCT037 OVC045 23/23 Q1009,WALS,2026-08-05T19:00:00,1,160.0,1.0,,8000.0,,SCT,3700.0,,OVC,4500.0,,,,,0,23.0,23.0,1009.0,0,0,
METAR WALS 051930Z AUTO 24001KT 5000 BKN038 OVC045 23/23 Q1009,WALS,2026-08-05T19:30:00,1,240.0,1.0,,5000.0,,BKN,3800.0,,OVC,4500.0,,,,,0,23.0,23.0,1009.0,0,0,
METAR WALS 052000Z AUTO VRB01KT 0900 R04/P2000D R22/1400N FG BKN040 OVC046 23/23 Q1009,WALS,2026-08-05T20:00:00,1,,1.0,,900.0,"('', None, '', 'FG', None)",BKN,4000.0,,OVC,4600.0,,,,,0,23.0,23.0,1009.0,0,0,
METAR WALS 052100Z AUTO 00000KT 9000 BKN039 OVC045 23/23 Q1009,WALS,2026-08-05T21:00:00,1,0.0,0.0,,9000.0,,BKN,3900.0,,OVC,4500.0,,,,,0,23.0,23.0,1009.0,0,0,
METAR WALS 052130Z AUTO VRB02KT 3800 BR OVC041 23/23 Q1010,WALS,2026-08-05T21:30:00,1,,2.0,,3800.0,"('', None, '', 'BR', None)",OVC,4100.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 052200Z 02003KT 1000 BR FEW013 22/22 Q1010 BECMG TL2300 5000 NSW,WALS,2026-08-05T22:00:00,0,20.0,3.0,,1000.0,"('', None, '', 'BR', None)",FEW,1300.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 052230Z 08002KT 2500 BR FEW013 23/23 Q1010 BECMG TL2330 5000 NSW,WALS,2026-08-05T22:30:00,0,80.0,2.0,,2500.0,"('', None, '', 'BR', None)",FEW,1300.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 052300Z 00000KT 4400 BR FEW015 23/23 Q1010 BECMG TL2330 5000 NSW,WALS,2026-08-05T23:00:00,0,0.0,0.0,,4400.0,"('', None, '', 'BR', None)",FEW,1500.0,,,,,,,,0,23.0,23.0,1010.0,0,0,
METAR WALS 052330Z VRB01KT 7000 FEW016 26/24 Q1010 NOSIG,WALS,2026-08-05T23:30:00,0,,1.0,,7000.0,,FEW,1600.0,,,,,,,,0,26.0,24.0,1010.0,0,0,
METAR WALS 060100Z 23007KT 190V260 9999 FEW019 29/24 Q1011 NOSIG,WALS,2026-08-06T01:00:00,0,230.0,7.0,,10000.0,,FEW,1900.0,,,,,,,,0,29.0,24.0,1011.0,0,0,
METAR WALS 060130Z 22005KT 160V260 9999 SCT020 30/24 Q1011 NOSIG,WALS,2026-08-06T01:30:00,0,220.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,24.0,1011.0,0,0,
METAR WALS 060430Z 25007KT 220V010 9999 BKN020 32/23 Q1009 NOSIG,WALS,2026-08-06T04:30:00,0,250.0,7.0,,10000.0,,BKN,2000.0,,,,,,,,0,32.0,23.0,1009.0,0,0,
METAR WALS 060500Z 19005KT 140V240 9999 BKN020 32/24 Q1009 NOSIG,WALS,2026-08-06T05:00:00,0,190.0,5.0,,10000.0,,BKN,2000.0,,,,,,,,0,32.0,24.0,1009.0,0,0,
METAR WALS 060700Z 19006KT 150V240 9999 SCT020 33/25 Q1007 NOSIG,WALS,2026-08-06T07:00:00,0,190.0,6.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,25.0,1007.0,0,0,
METAR WALS 060730Z 19007KT 150V240 9999 SCT020 32/25 Q1007 NOSIG,WALS,2026-08-06T07:30:00,0,190.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,25.0,1007.0,0,0,
METAR WALS 061000Z 18006KT 140V230 CAVOK 29/24 Q1008 NOSIG,WALS,2026-08-06T10:00:00,0,180.0,6.0,,10000.0,,,,,,,,,,,0,29.0,24.0,1008.0,0,0,
METAR WALS 061030Z AUTO 19004KT 170V250 9999 FEW031 SCT040 28/24 Q1008,WALS,2026-08-06T10:30:00,1,190.0,4.0,,10000.0,,FEW,3100.0,,SCT,4000.0,,,,,0,28.0,24.0,1008.0,0,0,
METAR WALS 061200Z AUTO 23002KT 9999 FEW028 FEW035 BKN047 27/23 Q1010,WALS,2026-08-06T12:00:00,1,230.0,2.0,,10000.0,,FEW,2800.0,,FEW,3500.0,,BKN,4700.0,,0,27.0,23.0,1010.0,0,0,
METAR WALS 061230Z AUTO VRB02KT 9999 FEW018 FEW042 OVC050 26/24 Q1010,WALS,2026-08-06T12:30:00,1,,2.0,,10000.0,,FEW,1800.0,,FEW,4200.0,,OVC,5000.0,,0,26.0,24.0,1010.0,0,0,
METAR WALS 062330Z VRB01KT 9000 FEW018 25/24 Q1011 NOSIG,WALS,2026-08-06T23:30:00,0,,1.0,,9000.0,,FEW,1800.0,,,,,,,,0,25.0,24.0,1011.0,0,0,
METAR WALS 070000Z 24003KT 200V270 9999 FEW018 27/24 Q1011 NOSIG,WALS,2026-08-07T00:00:00,0,240.0,3.0,,10000.0,,FEW,1800.0,,,,,,,,0,27.0,24.0,1011.0,0,0,
METAR WALS 070030Z 23005KT 200V260 9999 FEW020 28/24 Q1012 NOSIG,WALS,2026-08-07T00:30:00,0,230.0,5.0,,10000.0,,FEW,2000.0,,,,,,,,0,28.0,24.0,1012.0,0,0,
METAR WALS 070300Z 24009KT 190V280 9999 FEW020 32/23 Q1011 NOSIG,WALS,2026-08-07T03:00:00,0,240.0,9.0,,10000.0,,FEW,2000.0,,,,,,,,0,32.0,23.0,1011.0,0,0,
METAR WALS 070330Z 24008KT 180V270 9999 SCT020 33/23 Q1011 NOSIG,WALS,2026-08-07T03:30:00,0,240.0,8.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1011.0,0,0,
METAR WALS 070430Z AUTO 24007KT 180V290 9999 BKN047 BKN065 33/22 Q1010,WALS,2026-08-07T04:30:00,1,240.0,7.0,,10000.0,,BKN,4700.0,,BKN,6500.0,,,,,0,33.0,22.0,1010.0,0,0,
METAR WALS 070500Z AUTO 23006KT 200V280 9999 BKN045 BKN055 BKN070 34/23 Q1009,WALS,2026-08-07T05:00:00,1,230.0,6.0,,10000.0,,BKN,4500.0,,BKN,5500.0,,BKN,7000.0,,0,34.0,23.0,1009.0,0,0,
METAR WALS 070600Z 19006KT 120V240 9999 BKN025 34/23 Q1008 NOSIG,WALS,2026-08-07T06:00:00,0,190.0,6.0,,10000.0,,BKN,2500.0,,,,,,,,0,34.0,23.0,1008.0,0,0,
METAR WALS 070630Z 18008KT 140V220 9999 BKN020 32/23 Q1008 NOSIG,WALS,2026-08-07T06:30:00,0,180.0,8.0,,10000.0,,BKN,2000.0,,,,,,,,0,32.0,23.0,1008.0,0,0,
METAR WALS 070700Z 18008KT 130V220 9999 BKN020 32/24 Q1007 NOSIG,WALS,2026-08-07T07:00:00,0,180.0,8.0,,10000.0,,BKN,2000.0,,,,,,,,0,32.0,24.0,1007.0,0,0,
METAR WALS 070730Z 18008KT 150V240 9999 FEW018 32/24 Q1007 NOSIG,WALS,2026-08-07T07:30:00,0,180.0,8.0,,10000.0,,FEW,1800.0,,,,,,,,0,32.0,24.0,1007.0,0,0,
METAR WALS 070800Z 18009KT 130V220 9999 FEW017 31/24 Q1007 NOSIG,WALS,2026-08-07T08:00:00,0,180.0,9.0,,10000.0,,FEW,1700.0,,,,,,,,0,31.0,24.0,1007.0,0,0,
METAR WALS 070830Z 19008KT 150V240 9999 FEW020 31/24 Q1007 NOSIG,WALS,2026-08-07T08:30:00,0,190.0,8.0,,10000.0,,FEW,2000.0,,,,,,,,0,31.0,24.0,1007.0,0,0,
METAR WALS 070900Z 18008KT 150V220 9999 FEW020 30/24 Q1007 NOSIG,WALS,2026-08-07T09:00:00,0,180.0,8.0,,10000.0,,FEW,2000.0,,,,,,,,0,30.0,24.0,1007.0,0,0,
METAR WALS 070930Z 18006KT 140V220 9999 FEW020 30/24 Q1008 NOSIG,WALS,2026-08-07T09:30:00,0,180.0,6.0,,10000.0,,FEW,2000.0,,,,,,,,0,30.0,24.0,1008.0,0,0,
METAR WALS 071000Z 18007KT 150V220 9999 FEW020 28/23 Q1008 NOSIG,WALS,2026-08-07T10:00:00,0,180.0,7.0,,10000.0,,FEW,2000.0,,,,,,,,0,28.0,23.0,1008.0,0,0,
METAR WALS 071030Z AUTO 19003KT 150V220 9999 FEW028 FEW040 28/24 Q1009 NOSIG,WALS,2026-08-07T10:30:00,1,190.0,3.0,,10000.0,,FEW,2800.0,,FEW,4000.0,,,,,0,28.0,24.0,1009.0,0,0,
METAR WALS 071100Z AUTO 21006KT 9999 SCT021 SCT034 SCT040 27/23 Q1009 NOSIG,WALS,2026-08-07T11:00:00,1,210.0,6.0,,10000.0,,SCT,2100.0,,SCT,3400.0,,SCT,4000.0,,0,27.0,23.0,1009.0,0,0,
METAR WALS 071130Z AUTO 22005KT 180V250 9999 SCT039 SCT049 BKN055 27/23 Q1009,WALS,2026-08-07T11:30:00,1,220.0,5.0,,10000.0,,SCT,3900.0,,SCT,4900.0,,BKN,5500.0,,0,27.0,23.0,1009.0,0,0,
METAR WALS 071200Z AUTO 23003KT 210V270 9999 FEW021 FEW050 SCT055 26/23 Q1010,WALS,2026-08-07T12:00:00,1,230.0,3.0,,10000.0,,FEW,2100.0,,FEW,5000.0,,SCT,5500.0,,0,26.0,23.0,1010.0,0,0,
METAR WALS 071300Z AUTO 25002KT 9999 FEW022 FEW033 25/23 Q1011,WALS,2026-08-07T13:00:00,1,250.0,2.0,,10000.0,,FEW,2200.0,,FEW,3300.0,,,,,0,25.0,23.0,1011.0,0,0,
METAR WALS 071330Z AUTO 29002KT 9999 FEW019 FEW033 25/23 Q1011,WALS,2026-08-07T13:30:00,1,290.0,2.0,,10000.0,,FEW,1900.0,,FEW,3300.0,,,,,0,25.0,23.0,1011.0,0,0,
METAR WALS 071400Z AUTO 27002KT 9999 FEW018 FEW030 FEW038 24/23 Q1011,WALS,2026-08-07T14:00:00,1,270.0,2.0,,10000.0,,FEW,1800.0,,FEW,3000.0,,FEW,3800.0,,0,24.0,23.0,1011.0,0,0,
METAR WALS 071430Z AUTO 26001KT 9999 FEW018 SCT035 24/23 Q1011,WALS,2026-08-07T14:30:00,1,260.0,1.0,,10000.0,,FEW,1800.0,,SCT,3500.0,,,,,0,24.0,23.0,1011.0,0,0,
METAR WALS 071500Z AUTO 24001KT 9999 SCT034 SCT042 23/23 Q1011,WALS,2026-08-07T15:00:00,1,240.0,1.0,,10000.0,,SCT,3400.0,,SCT,4200.0,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 071530Z AUTO 18002KT 9999 SCT038 23/23 Q1011,WALS,2026-08-07T15:30:00,1,180.0,2.0,,10000.0,,SCT,3800.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 071600Z AUTO VRB01KT 8000 SCT037 BKN043 23/23 Q1011,WALS,2026-08-07T16:00:00,1,,1.0,,8000.0,,SCT,3700.0,,BKN,4300.0,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 071630Z AUTO 36001KT 7000 FEW045 23/23 Q1011,WALS,2026-08-07T16:30:00,1,360.0,1.0,,7000.0,,FEW,4500.0,,,,,,,,0,23.0,23.0,1011.0,0,0,
METAR WALS 071700Z AUTO 36001KT 6000 FEW041 FEW049 FEW055 23/22 Q1011,WALS,2026-08-07T17:00:00,1,360.0,1.0,,6000.0,,FEW,4100.0,,FEW,4900.0,,FEW,5500.0,,0,23.0,22.0,1011.0,0,0,
METAR WALS 071730Z AUTO 00000KT 2400 BR FEW034 SCT050 23/22 Q1010,WALS,2026-08-07T17:30:00,1,0.0,0.0,,2400.0,"('', None, '', 'BR', None)",FEW,3400.0,,SCT,5000.0,,,,,0,23.0,22.0,1010.0,0,0,
METAR WALS 071800Z AUTO VRB01KT 7000 FEW036 FEW048 SCT055 23/23 Q1010,WALS,2026-08-07T18:00:00,1,,1.0,,7000.0,,FEW,3600.0,,FEW,4800.0,,SCT,5500.0,,0,23.0,23.0,1010.0,0,0,
METAR WALS 071830Z AUTO VRB02KT 0800 R04/P2000N R22/1200N FG BKN037 BKN045 22/22 Q1010,WALS,2026-08-07T18:30:00,1,,2.0,,800.0,"('', None, '', 'FG', None)",BKN,3700.0,,BKN,4500.0,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 071900Z AUTO VRB01KT 8000 SCT042 BKN055 22/22 Q1010,WALS,2026-08-07T19:00:00,1,,1.0,,8000.0,,SCT,4200.0,,BKN,5500.0,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 071930Z AUTO VRB01KT 5000 OVC041 22/22 Q1010,WALS,2026-08-07T19:30:00,1,,1.0,,5000.0,,OVC,4100.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 072000Z AUTO 29002KT 0800 R04/P2000D R22/1200U FG OVC038 22/22 Q1010,WALS,2026-08-07T20:00:00,1,290.0,2.0,,800.0,"('', None, '', 'FG', None)",OVC,3800.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 072030Z AUTO 33002KT 0800 R04/P2000U R22/1100U FG OVC040 22/22 Q1010,WALS,2026-08-07T20:30:00,1,330.0,2.0,,800.0,"('', None, '', 'FG', None)",OVC,4000.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 072100Z AUTO VRB01KT 7000 BKN038 OVC043 22/22 Q1010,WALS,2026-08-07T21:00:00,1,,1.0,,7000.0,,BKN,3800.0,,OVC,4300.0,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 072130Z AUTO 00000KT 6000 OVC042 22/22 Q1010,WALS,2026-08-07T21:30:00,1,0.0,0.0,,6000.0,,OVC,4200.0,,,,,,,,0,22.0,22.0,1010.0,0,0,
METAR WALS 072200Z AUTO 05001KT 1800 BR OVC042 21/21 Q1011,WALS,2026-08-07T22:00:00,1,50.0,1.0,,1800.0,"('', None, '', 'BR', None)",OVC,4200.0,,,,,,,,0,21.0,21.0,1011.0,0,0,
METAR WALS 072230Z 14001KT 2000 BR FEW002 22/22 Q1011 BECMG TL2330 5000 NSW,WALS,2026-08-07T22:30:00,0,140.0,1.0,,2000.0,"('', None, '', 'BR', None)",FEW,200.0,,,,,,,,0,22.0,22.0,1011.0,0,0,
METAR WALS 072300Z 00000KT 5000 FEW015 23/22 Q1011 NOSIG,WALS,2026-08-07T23:00:00,0,0.0,0.0,,5000.0,,FEW,1500.0,,,,,,,,0,23.0,22.0,1011.0,0,0,
METAR WALS 072330Z VRB01KT 8000 FEW020 24/23 Q1012 NOSIG,WALS,2026-08-07T23:30:00,0,,1.0,,8000.0,,FEW,2000.0,,,,,,,,0,24.0,23.0,1012.0,0,0,
METAR WALS 080030Z 26004KT 230V290 9999 FEW020 27/24 Q1012 NOSIG,WALS,2026-08-08T00:30:00,0,260.0,4.0,,10000.0,,FEW,2000.0,,,,,,,,0,27.0,24.0,1012.0,0,0,
METAR WALS 080100Z 24004KT 200V280 9999 FEW020 29/24 Q1013 NOSIG,WALS,2026-08-08T01:00:00,0,240.0,4.0,,10000.0,,FEW,2000.0,,,,,,,,0,29.0,24.0,1013.0,0,0,
METAR WALS 080200Z 24006KT 210V280 9999 SCT020 30/24 Q1012 NOSIG,WALS,2026-08-08T02:00:00,0,240.0,6.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,24.0,1012.0,0,0,
METAR WALS 080230Z 22007KT 170V250 9999 SCT020 30/23 Q1012 NOSIG,WALS,2026-08-08T02:30:00,0,220.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,30.0,23.0,1012.0,0,0,
METAR WALS 080300Z 23007KT 150V250 9999 SCT020 32/23 Q1012 NOSIG,WALS,2026-08-08T03:00:00,0,230.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1012.0,0,0,
METAR WALS 080330Z 20005KT 160V300 9999 SCT020 31/23 Q1011 NOSIG,WALS,2026-08-08T03:30:00,0,200.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,31.0,23.0,1011.0,0,0,
METAR WALS 080400Z 20005KT 090V250 9999 SCT020 32/23 Q1011 NOSIG,WALS,2026-08-08T04:00:00,0,200.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1011.0,0,0,
METAR WALS 080430Z 24007KT 190V290 9999 SCT020 32/22 Q1011 NOSIG,WALS,2026-08-08T04:30:00,0,240.0,7.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,22.0,1011.0,0,0,
METAR WALS 080500Z 22005KT 170V270 9999 SCT020 32/23 Q1010 NOSIG,WALS,2026-08-08T05:00:00,0,220.0,5.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,23.0,1010.0,0,0,
METAR WALS 080530Z 21004KT 130V270 9999 SCT020 33/23 Q1010 NOSIG,WALS,2026-08-08T05:30:00,0,210.0,4.0,,10000.0,,SCT,2000.0,,,,,,,,0,33.0,23.0,1010.0,0,0,
METAR WALS 080600Z 24008KT 210V270 9999 SCT020 32/22 Q1009 NOSIG,WALS,2026-08-08T06:00:00,0,240.0,8.0,,10000.0,,SCT,2000.0,,,,,,,,0,32.0,22.0,1009.0,0,0,
